SR_NUMBER,USER_ID,SR_TYPE,SR_TYPE_DESC,PRIORITY,GROUP_ID,GROUP_TITLE,GROUP_DESC,DEPT_CODE,DEPT_NAME,DEPT_DIVISION,ADDRESS,LOCATION,NEIGHBORHOOD,ZIPCODE,NEAREST_PARCEL_NO,METHOD_RECEIVED,DATE_CREATED,TIME_RECEIVED,DATE_CLOSED,SR_STATUS,SR_STATUS_FLAG,DATE_STATUS_CHANGE,TIME_STATUS_CHANGE,DATE_LAST_UPDATE,TIME_LAST_UPDATE,PLANNED_HOURS_TOSTART_RESPONSE,PLANNED_RESPONSE_TIME,PLANNED_END_DATE,PLANNED_COMPLETION_DAYS,DATE_DISPATCHED,TIME_DISPATCHED,DATE_REVISED_COMPLETION,DATE_REVISED_COMPLETION_REASON,COLLECTION_SPECIAL_DATE,COLLECTION_DAY,COLLECTION_ROUTE,COLLECTION_DIST,TRANSFER_ALLOW,TRANSFERED_NUM_TIMES,PROPTY_CITY_OWNED_YN,PROPTY_CITY_DEPT_OWNER,STREET_NO,STREET_DIRECTION,STREET_NAME,CITY_ID,STRUCTURE_ID,FLOOR_ID,UNIT_ID,MUNITWNSHP,REQUEST_RETURN_CALL,NUM_BULKY_ITEMS,BULKY_ITEM_1,BULKY_ITEM_2,BULKY_ITEM_3,BULKY_ITEM_4,BULKY_ITEM_5,NUM_TIRES,NUM_FREONS,NUM_SOFABEDS,NUM_POTHOLES,POLICE_DISTRICT,POLICE_RPT_AREA,TRASH_RECYCLE_CART_ID,SEGIDUSNG_XREF,LATITUDE,LONGITUDE,DATE_TIME_RECEIVED,COMMUNITY_COUNCIL_NEIGHBORHOOD,HAM_PAVE_POLYGON_ID
SR23009270,MOBILE,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2060 READING RD,"2060 READING RD, CINC - GJ1615333084",WALNUT HILLS,45202,9000020031,INTERNET,2023 Feb 01 12:00:00 AM,9:21 PM,2023 Jul 31 12:00:00 AM,CLOSED,CLOSED,2023 Jul 31 12:00:00 AM,9:48 AM,2023 Jul 31 12:00:00 AM,9:48 AM,72,2/4/2023,2023 Jul 31 12:00:00 AM,180,,,,,,MONDAY,,,Y,0,,,"2,060",,READING RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,47,,GJ1615333084,39.12013136,-84.4996954,2/1/2023,WALNUT HILLS,
SR23055001,JKRAFT1,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,6290 BANNING RD,6290 BANNING RD - GJ1033042221,MT. AIRY,45239,22800020155,311 CALL,2023 Jun 22 12:00:00 AM,4:15 PM,2023 Jul 31 12:00:00 AM,CLOSED,CLOSED,2023 Jul 31 12:00:00 AM,1:33 PM,2023 Jul 31 12:00:00 AM,1:33 PM,48,6/24/2023,2023 Jun 25 12:00:00 AM,3,,,,,,THURSDAY,THU24,1,Y,0,,,"6,290",,BANNING RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,432,,GJ1033042221,39.20381167,-84.56415997,6/22/2023,COLLEGE HILL,
SR23054187,SWILLIAMS1,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,5039 WEST HIGH ST,5039 WEST HIGH ST - GJ0696833422,WEST PRICE HILL,45238,18300010103,311 CALL,2023 Jun 20 12:00:00 AM,3:31 PM,2023 Jul 31 12:00:00 AM,CLOSED,CLOSED,2023 Jul 31 12:00:00 AM,1:21 PM,2023 Jul 31 12:00:00 AM,1:21 PM,48,6/22/2023,2023 Jun 23 12:00:00 AM,3,,,,,,MONDAY,MON06,1,Y,0,,,"5,039",,WEST HIGH ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,262,,GJ0696833422,39.12539639,-84.60574894,6/20/2023,WEST PRICE HILL,
SR23056026,JKRAFT1,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,6129 ARNSBY PL,6129 ARNSBY PL - GJ2544136710,MADISONVILLE,45227,3700010391,311 CALL,2023 Jun 26 12:00:00 AM,3:01 PM,2023 Jul 31 12:00:00 AM,CLOSED,CLOSED,2023 Jul 31 12:00:00 AM,1:37 PM,2023 Jul 31 12:00:00 AM,1:37 PM,48,6/28/2023,2023 Jun 29 12:00:00 AM,3,,,,,,WEDNESDAY,WED27,1,Y,0,,,"6,129",,ARNSBY PL,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,137,,GJ2544136710,39.15040987,-84.39115795,6/26/2023,MADISONVILLE,
SR23031209,JKRAFT1,DMGCLM,"CONSTRUCTION, DAMAGE CLAIM",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1683 HARRISON AV,1683 HARRISON AV - GJ1150433786,SOUTH FAIRMOUNT,45214,20300300109,PHONE,2023 Apr 13 12:00:00 AM,4:19 PM,2023 Jul 31 12:00:00 AM,CLOSED,CLOSED,2023 Jul 31 12:00:00 AM,10:30 AM,2023 Jul 31 12:00:00 AM,10:30 AM,0,4/14/2023,2023 May 14 12:00:00 AM,31,,,,,,,,,Y,1,,,"1,683",,HARRISON AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,296,,GJ1150433786,39.12758309,-84.55320958,4/13/2023,SOUTH FAIRMOUNT,I-GJ11503378
SR23066369,AODONNELL,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,4949 RIDGE AV,4949 RIDGE AV - GJ2277738028,OAKLEY,45209,5100030287,311 CALL,2023 Jul 25 12:00:00 AM,3:53 PM,2023 Jul 31 12:00:00 AM,CLOSED,CLOSED,2023 Jul 31 12:00:00 AM,2:11 PM,2023 Jul 31 12:00:00 AM,2:11 PM,48,7/27/2023,2023 Jul 28 12:00:00 AM,3,,,,,,WEDNESDAY,,,Y,0,,,"4,949",,RIDGE AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,132,,GJ2277738028,39.1629663,-84.42153025,7/25/2023,OAKLEY,
SR23054142,SWILLIAMS1,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,6107 SUNRIDGE DR,6107 SUNRIDGE DR - GJ1334541892,COLLEGE HILL,45224,23700010028,311 CALL,2023 Jun 20 12:00:00 AM,2:13 PM,2023 Jul 31 12:00:00 AM,CLOSED,CLOSED,2023 Jul 31 12:00:00 AM,1:25 PM,2023 Jul 31 12:00:00 AM,1:25 PM,48,6/22/2023,2023 Jun 23 12:00:00 AM,3,,,,,,THURSDAY,THU27,1,Y,0,,,"6,107",,SUNRIDGE DR,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,486,,GJ1334541892,39.20011621,-84.52937619,6/20/2023,COLLEGE HILL,
SR23056092,AODONNELL,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,737 BEECHWOOD AV,737 BEECHWOOD AV - GJ1442039134,SPRING GROVE VILLAGE,45232,21900520168,311 CALL,2023 Jun 26 12:00:00 AM,4:21 PM,2023 Aug 08 12:00:00 AM,CLOSED,CLOSED,2023 Aug 08 12:00:00 AM,3:05 PM,2023 Aug 08 12:00:00 AM,3:05 PM,48,6/28/2023,2023 Jun 29 12:00:00 AM,3,,,,,,THURSDAY,THU26,1,Y,0,,,737,,BEECHWOOD AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,415,,GJ1442039134,39.17501599,-84.51781221,6/26/2023,SPRING GROVE VILLAGE,
SR23058385,SWILLIAMS1,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,731 S FRED SHUTTLESWORTH CIR,S FRED SHUTTLESWORTH CIR & ALTER PL - GJ1703236600,AVONDALE,45229,11200030047,311 CALL,2023 Jul 03 12:00:00 AM,4:28 PM,2023 Aug 08 12:00:00 AM,CLOSED,CLOSED,2023 Aug 08 12:00:00 AM,3:10 PM,2023 Aug 08 12:00:00 AM,3:10 PM,48,7/5/2023,2023 Jul 06 12:00:00 AM,3,,,,,,,,,Y,0,,,731,S,FRED SHUTTLESWORTH CIR,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,379,,GJ1703236600,39.15155387,-84.48841352,7/3/2023,AVONDALE - NORTH AVONDALE,I-GJ17033659
SR23060567,AODONNELL,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,695 PEDRETTI AV,CARNATION AV & PEDRETTI AV - GJ0765231441,WEST PRICE HILL,45238,18000820125,311 CALL,2023 Jul 10 12:00:00 AM,10:06 AM,2023 Aug 08 12:00:00 AM,CLOSED,CLOSED,2023 Aug 08 12:00:00 AM,3:12 PM,2023 Aug 08 12:00:00 AM,3:12 PM,48,7/12/2023,2023 Jul 13 12:00:00 AM,3,,,,,,MONDAY,,,Y,0,,,695,,PEDRETTI AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,245,,GJ0765231441,39.10740253,-84.59844923,7/10/2023,WEST PRICE HILL,I-GJ07653144
SR23064925,BKOLBINSKY,DMGCLM,"CONSTRUCTION, DAMAGE CLAIM",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3226 CENTRAL PKWY,3226 CENTRAL PKWY - GJ1334435360,CLIFTON,45220,21400010031,311 CALL,2023 Jul 21 12:00:00 AM,9:35 AM,2023 Jul 25 12:00:00 AM,CLOSED,CLOSED,2023 Jul 25 12:00:00 AM,8:13 AM,2023 Jul 25 12:00:00 AM,8:13 AM,0,7/24/2023,2023 Aug 23 12:00:00 AM,33,,,,,,TUESDAY,,,Y,1,,,"3,226",,CENTRAL PKWY,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,344,,GJ1334435360,39.14131102,-84.5314488,7/21/2023,CLIFTON,
SR22107679,MOBILE,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2108 CENTRAL PKWY,"2108 CENTRAL PKWY, CINC - GJ1394133043",OVER-THE-RHINE,45214,9600040208,INTERNET,2022 Dec 12 12:00:00 AM,4:26 PM,2023 Jul 25 12:00:00 AM,CLOSED,CLOSED,2023 Jul 25 12:00:00 AM,10:32 AM,2023 Jul 25 12:00:00 AM,10:32 AM,72,12/15/2022,2023 Jun 10 12:00:00 AM,180,,,,,,MONDAY,,,Y,0,,,"2,108",,CENTRAL PKWY,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,315,,GJ1394133043,39.12031348,-84.52526827,12/12/2022,OTR,
SR23035043,DBROWN,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1803 AVONLEA AV,1803 AVONLEA AV - GJ1901439008,BOND HILL,45237,13100070062,PHONE,2023 Apr 26 12:00:00 AM,8:02 AM,2023 Jun 02 12:00:00 AM,CLOSED,CLOSED,2023 Jun 02 12:00:00 AM,2:00 PM,2023 Jun 02 12:00:00 AM,2:00 PM,48,4/28/2023,2023 Apr 29 12:00:00 AM,3,,,,,,TUESDAY,TUE15,2,Y,0,,,"1,803",,AVONLEA AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,463,,GJ1901439008,39.17274165,-84.46472486,4/26/2023,BOND HILL,S-HAM23908
SR23035236,DBROWN,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,804 DELHI AV,804 DELHI AV - GJ0981729980,SEDAMSVILLE,45204,15200390144,PHONE,2023 Apr 26 12:00:00 AM,12:29 PM,2023 Jun 02 12:00:00 AM,CLOSED,CLOSED,2023 Jun 02 12:00:00 AM,2:04 PM,2023 Jun 02 12:00:00 AM,2:04 PM,48,4/28/2023,2023 Apr 29 12:00:00 AM,3,,,,,,,,,Y,0,,,804,,DELHI AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,221,,GJ0981729980,39.09372832,-84.57388555,4/26/2023,SEDAMSVILLE,I-GJ09812997
SR23032200,AODONNELL,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,5900 GLENWAY AV,5900 GLENWAY AV - GJ0607634888,WESTWOOD,45238,21200610041,PHONE,2023 Apr 17 12:00:00 AM,4:42 PM,2023 May 31 12:00:00 AM,CLOSED,CLOSED,2023 May 31 12:00:00 AM,9:33 AM,2023 May 31 12:00:00 AM,9:33 AM,48,4/19/2023,2023 Apr 20 12:00:00 AM,3,,,,,,THURSDAY,THU02,2,Y,0,,,"5,900",,GLENWAY AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,279,,GJ0607634888,39.13880314,-84.61561945,4/17/2023,WESTWOOD,
SR23035605,AODONNELL,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,657 HALSEY AV,657 HALSEY AV - GJ1002829563,RIVERSIDE,45204,15300020167,PHONE,2023 Apr 27 12:00:00 AM,11:27 AM,2023 May 01 12:00:00 AM,CLOSED,CLOSED,2023 May 01 12:00:00 AM,4:17 PM,2023 May 01 12:00:00 AM,4:17 PM,48,4/29/2023,2023 Apr 30 12:00:00 AM,3,,,,,,MONDAY,MONPUP,2,Y,0,,,657,,HALSEY AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,239,,GJ1002829563,39.08992466,-84.57157789,4/27/2023,SEDAMSVILLE,
SR23032198,AODONNELL,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,4521 SPRING GROVE AV,4521 SPRING GROVE AV - GJ1400837972,SPRING GROVE VILLAGE,45232,22300050001,PHONE,2023 Apr 17 12:00:00 AM,4:36 PM,2023 Apr 24 12:00:00 AM,CLOSED,CLOSED,2023 Apr 24 12:00:00 AM,2:29 PM,2023 Apr 24 12:00:00 AM,2:29 PM,48,4/19/2023,2023 Apr 20 12:00:00 AM,3,,,,,,THURSDAY,,,Y,0,,,"4,521",,SPRING GROVE AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,413,,GJ1400837972,39.16466074,-84.52294778,4/17/2023,SPRING GROVE VILLAGE,S-HAM56711
SR23033999,CCSRWEB,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3820 KENKER PL,"3820 KENKER PL, CINC -",WESTWOOD,45211,21000770225,INTERNET,2023 Apr 23 12:00:00 AM,11:40 AM,2023 Apr 24 12:00:00 AM,CLOSED,CLOSED,2023 Apr 24 12:00:00 AM,1:02 PM,2023 Apr 24 12:00:00 AM,1:02 PM,72,4/26/2023,2023 Oct 20 12:00:00 AM,180,,,,,,,,,Y,0,,,"3,820",,KENKER PL,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,291,,,39.15590318,-84.60333997,4/23/2023,WESTWOOD,
SR23032113,CCSRWEB,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1923 ELM ST,"1923 ELM ST, CINC -",OVER-THE-RHINE,45202,9600050114,INTERNET,2023 Apr 17 12:00:00 AM,2:45 PM,2023 May 01 12:00:00 AM,CLOSED,CLOSED,2023 May 01 12:00:00 AM,3:53 PM,2023 May 01 12:00:00 AM,3:53 PM,72,4/20/2023,2023 Oct 14 12:00:00 AM,180,,,,,,MONDAY,,,Y,0,,,"1,923",,ELM ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,25,,,39.11723789,-84.52052962,4/17/2023,OTR,S-HAM08436
SR23035282,CCSRWEB,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3405 PAXTON AV,"3405 PAXTON AV, CINC - GJ2174135138",HYDE PARK,45208,3900060025,INTERNET,2023 Apr 26 12:00:00 AM,1:45 PM,2023 Apr 27 12:00:00 AM,CLOSED,CLOSED,2023 Apr 27 12:00:00 AM,3:12 PM,2023 Apr 27 12:00:00 AM,3:12 PM,72,4/29/2023,2023 Oct 23 12:00:00 AM,180,,,,,,WEDNESDAY,WED12,3,Y,0,,,"3,405",,PAXTON AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,118,,GJ2174135138,39.13717728,-84.43417281,4/26/2023,HYDE PARK,S-HAM09306
SR23021578,MOBILE,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,6237 GIRARD AV,"6237 GIRARD AV, CINC - GJ2137440539",PLEASANT RIDGE,45213,12200010423,INTERNET,2023 Mar 15 12:00:00 AM,1:59 PM,2023 May 03 12:00:00 AM,CLOSED,CLOSED,2023 May 03 12:00:00 AM,3:16 PM,2023 May 03 12:00:00 AM,3:16 PM,72,3/18/2023,2023 Sep 11 12:00:00 AM,180,,,,,,TUESDAY,TUE21,2,Y,0,,,"6,237",,GIRARD AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,494,,GJ2137440539,39.18592749,-84.43690869,3/15/2023,PLEASANT RIDGE,
SR23028476,JPRESNELL1,DMGCLM,"CONSTRUCTION, DAMAGE CLAIM",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,430 CENTRAL AV,430 CENTRAL AV - GJ1454030822,DOWNTOWN,45202,14500010002,PHONE,2023 Apr 06 12:00:00 AM,9:11 AM,2023 Apr 18 12:00:00 AM,CLOSED,CLOSED,2023 Apr 18 12:00:00 AM,11:44 AM,2023 Apr 18 12:00:00 AM,11:44 AM,48,4/8/2023,2023 May 06 12:00:00 AM,30,,,,,,MONDAY,,,Y,0,Y,FIRE,430,,CENTRAL AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,6,177,,GJ1454030822,39.10016206,-84.51905581,4/6/2023,DOWNTOWN,S-HAM53270
SR23019657,CCSRWEB,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,310 BRYANT AV,"310 BRYANT AV, CINC -",CLIFTON,45220,21400040005,INTERNET,2023 Mar 08 12:00:00 AM,11:56 AM,2023 Apr 18 12:00:00 AM,CLOSED,CLOSED,2023 Apr 18 12:00:00 AM,10:45 AM,2023 Apr 18 12:00:00 AM,10:45 AM,72,3/11/2023,2023 Sep 04 12:00:00 AM,180,,,,,,TUESDAY,,,Y,0,,,310,,BRYANT AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,346,,,39.14554685,-84.51944578,3/8/2023,CLIFTON,S-HAM05485
SR22081246,JPRESNELL,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,6258 SAVANNAH AV,6258 SAVANNAH AV - GJ1125842427,COLLEGE HILL,45224,23200010021,PHONE,2022 Sep 02 12:00:00 AM,8:53 AM,2023 Apr 17 12:00:00 AM,CLOSED,CLOSED,2023 Apr 17 12:00:00 AM,12:33 PM,2023 Apr 17 12:00:00 AM,12:33 PM,72,9/5/2022,2023 Mar 01 12:00:00 AM,180,,,,,,THURSDAY,THU24,1,Y,0,,,"6,258",,SAVANNAH AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,436,,GJ1125842427,39.20543967,-84.55335684,9/2/2022,COLLEGE HILL,
SR23021992,CCSRWEB,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3531 VINE ST,"3531 VINE ST, CINC - GJ1487435960",AVONDALE,45220,21700520050,INTERNET,2023 Mar 16 12:00:00 AM,3:14 PM,2023 Apr 18 12:00:00 AM,CLOSED,CLOSED,2023 Apr 18 12:00:00 AM,10:59 AM,2023 Apr 18 12:00:00 AM,10:59 AM,72,3/19/2023,2023 Sep 12 12:00:00 AM,180,,,,,,TUESDAY,,,Y,0,,,"3,531",,VINE ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,347,,GJ1487435960,39.14627188,-84.51328746,3/16/2023,CLIFTON,S-HAM06024
SR22078269,JPRESNELL,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,6098 BELMONT AV,6098 BELMONT AV - GJ1044641918,COLLEGE HILL,45224,22800020322,PHONE,2022 Aug 24 12:00:00 AM,11:55 AM,2023 Apr 17 12:00:00 AM,CLOSED,CLOSED,2023 Apr 17 12:00:00 AM,12:32 PM,2023 Apr 17 12:00:00 AM,12:32 PM,72,8/27/2022,2023 Feb 20 12:00:00 AM,180,,,,,,THURSDAY,THU24,1,Y,0,,,"6,098",,BELMONT AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,435,,GJ1044641918,39.20105726,-84.56291423,8/24/2022,COLLEGE HILL,I-GJ10424191
SR22086241,RMCCRAY,ADACONSN,CONSTRUCTION SIGNAGE,STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,4370 ERIE AV,MACEY AV & ERIE AV - GJ2473437066,MADISONVILLE,45227,3600060210,PHONE,2022 Sep 19 12:00:00 AM,10:14 AM,2023 Apr 17 12:00:00 AM,CLOSED,CLOSED,2023 Apr 17 12:00:00 AM,12:34 PM,2023 Apr 17 12:00:00 AM,12:34 PM,0,9/19/2022,2023 Mar 18 12:00:00 AM,180,,,,,,WEDNESDAY,,,Y,1,,,"4,370",,ERIE AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,138,,GJ2473437066,39.15379605,-84.39922048,9/19/2022,MADISONVILLE,I-GJ24733706
SR22104154,CCSRWEB,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2200 MADISON RD,"2200 MADISON RD, CINC - GJ1962834716",EVANSTON,45208,5300040198,INTERNET,2022 Nov 29 12:00:00 AM,7:27 AM,2022 Dec 08 12:00:00 AM,CLOSED,CLOSED,2022 Dec 08 12:00:00 AM,11:40 AM,2022 Dec 08 12:00:00 AM,11:40 AM,0,11/29/2022,2022 Dec 02 12:00:00 AM,3,,,,,,WEDNESDAY,,,Y,1,,,"2,200",,MADISON RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,67,,GJ1962834716,39.13395636,-84.45900411,11/29/2022,HYDE PARK,S-HAM07784
SR22095732,DBROWN,DMGCLM,"CONSTRUCTION, DAMAGE CLAIM",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2919 CLEINVIEW AV,2919 CLEINVIEW AV - GJ1835434313,EAST WALNUT HILLS,45206,5500060179,PHONE,2022 Oct 24 12:00:00 AM,1:41 PM,2023 Jan 10 12:00:00 AM,CLOSED,CLOSED,2023 Jan 10 12:00:00 AM,8:57 AM,2023 Jan 10 12:00:00 AM,8:57 AM,0,12/8/2022,2023 Jan 07 12:00:00 AM,75,,,,,,TUESDAY,TUE08,3,Y,1,,,"2,919",,CLEINVIEW AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,61,,GJ1835434313,39.1306365,-84.47387279,10/24/2022,EAST WALNUT HILLS,S-HAM21537
SR22096758,CCSRWEB,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1185 BEVERLY HILL DR,"1185 BEVERLY HILL DR, CINC - GJ2281834240",MT. LOOKOUT,45208,1900020164,INTERNET,2022 Oct 27 12:00:00 AM,3:34 PM,2022 Oct 31 12:00:00 AM,CLOSED,CLOSED,2022 Oct 31 12:00:00 AM,7:41 AM,2022 Oct 31 12:00:00 AM,7:41 AM,72,10/30/2022,2023 Apr 25 12:00:00 AM,180,,,,,,WEDNESDAY,WED08,2,Y,0,,,"1,185",,BEVERLY HILL DR,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,110,,GJ2281834240,39.12885613,-84.42228006,10/27/2022,MOUNT LOOKOUT,S-HAM09519
